source,target,weight
FAR,VWL,1.0
FAR,LCK,3.0
FAR,LAN,4.0
FAR,SZL,1.0
BMI,FAR,8.0
FAR,XNA,2.0
FAR,RFD,2.0
CRW,FAR,4.0
FAR,FWA,2.0
DQF,FAR,28.0
FAR,FLL,1.0
ALO,FAR,5.0
FAR,HUF,4.0
FAR,YNG,4.0
FAR,SGF,7.0
FAR,HLN,3.0
AZA,FAR,664.0
BFI,FAR,4.0
FAR,LBB,6.0
FAR,LAR,2.0
BFL,FAR,1.0
FAR,MDT,1.0
FAR,LEX,2.0
CAK,FAR,1.0
FNT,LAN,4875.0
FNT,JFK,6.0
DAY,FNT,4671.0
EWR,FNT,72.0
BWI,FNT,10.0
FNT,LGA,961.0
FNT,ORD,15154.0
DFW,FNT,720.0
FNT,MKG,218.0
CMH,FNT,10.0
AZO,FNT,112.0
FNT,PHL,4.0
FNT,GRR,1345.0
FNT,PIT,4980.0
DTW,FNT,67405.0
DBQ,FNT,1.0
FNT,TVC,15.0
FNT,YIP,359.0
FNT,MBS,1189.0
CLE,FNT,24788.0
FNT,SAN,3.0
FNT,STL,74.0
FNT,FWA,1253.0
FNT,MDW,11976.0
FNT,MCO,6935.0
CVG,FNT,10522.0
FNT,MKE,15115.0
FLL,FNT,564.0
DCA,FNT,6.0
ATL,FNT,52261.0
ALB,FNT,6.0
FNT,TPA,3505.0
CWA,FNT,4.0
ATW,FNT,4.0
FNT,ROA,7.0
FNT,ROC,5.0
FNT,MQT,10.0
EVV,FNT,12.0
DSM,FNT,10.0
FNT,PVD,11.0
FNT,YNG,11.0
FNT,MSP,12755.0
FNT,RFD,5.0
CMI,FNT,4.0
FNT,MEM,2165.0
FNT,MSN,11.0
FNT,MIA,1.0
BMI,FNT,5.0
FNT,LIT,36.0
FNT,LAS,1435.0
BNA,FNT,16.0
FNT,SNA,1.0
CRW,FNT,2.0
FNT,HOU,1.0
ELP,FNT,21.0
CLT,FNT,7.0
FNT,SYR,10.0
FNT,OSH,2.0
FNT,GSP,17.0
FNT,GSO,2.0
BRO,FNT,8.0
FNT,IND,3043.0
FNT,SBN,5.0
FNT,MCI,30.0
FNT,TYS,26.0
BUF,FNT,16.0
ELM,FNT,6.0
FNT,LRD,34.0
BOS,FNT,3.0
FNT,JAX,3.0
FNT,MOR,1.0
BGM,FNT,3.0
FNT,LEX,11.0
FNT,PWK,3.0
FNT,MSY,48.0
FNT,ILN,2388.0
FNT,SHV,68.0
FNT,PWM,3.0
FNT,RIC,1.0
FNT,GRB,7.0
DAL,FNT,2.0
APN,FNT,4375.0
FNT,PIA,4.0
FNT,TOL,7.0
FNT,LBF,1.0
FNT,IRK,1.0
FNT,MHT,1.0
COU,FNT,2.0
FNT,PAH,1.0
BDL,FNT,9.0
FNT,MRC,10.0
CSV,FNT,2.0
BTV,FNT,1.0
FNT,RST,3.0
FNT,IAH,2.0
DLH,FNT,3.0
FNT,TUS,1.0
FNT,OMA,5.0
FNT,OKC,15.0
FNT,LNK,1.0
FNT,ICT,2.0
FNT,RDU,2.0
FNT,GMU,1.0
DPA,FNT,4.0
FNT,SGF,1.0
FNT,IAD,4.0
CHA,FNT,14.0
CAE,FNT,116.0
FNT,ITH,4.0
FNT,FOE,1.0
CHO,FNT,2.0
FNT,LAX,1.0
DCU,FNT,1.0
BGR,FNT,1.0
AVP,FNT,1.0
FNT,SUS,7.0
BWG,FNT,1.0
FNT,XNA,2.0
FNT,FSD,3.0
FNT,ILG,2.0
FNT,SKY,2.0
ADM,FNT,1.0
FNT,MDT,1.0
BHM,FNT,3.0
FNT,MGM,1.0
FNT,HSV,6.0
FNT,HUF,1.0
FNT,SLN,1.0
BIL,HVR,1277.0
ABQ,HOB,1353.0
CNM,HOB,7320.0
HOB,ROW,3894.0
HOB,LBB,613.0
CVN,HOB,1205.0
FMN,HOB,3.0
HOB,MAF,264.0
HOB,RUI,168.0
HUM,LRD,2.0
HUM,IAH,1.0
HON,PIR,2207.0
HON,MCO,1.0
HON,ORD,6.0
HON,MSP,68.0
BKX,HON,4919.0
HON,LAS,4.0
FSD,HON,7.0
HON,MSY,1.0
HON,OMA,94.0
COS,HON,3.0
BUF,HON,1.0
ABR,HON,1195.0
CYS,HON,3.0
BFF,HON,2.0
EAR,HON,4.0
HON,LBF,2.0
IDA,LGU,1.0
LGU,SLC,241.0
LGU,PHX,9.0
LGU,SJC,3.0
LAS,LGU,2.0
FAT,LGU,4.0
LGU,MLU,4.0
EUG,LGU,2.0
LGU,PUW,2.0
DRO,LGU,1.0
ELP,LGU,2.0
BHM,LGU,1.0
CLL,LGU,1.0
MCN,MIA,3.0
FLL,MCN,4.0
MCN,MYR,31.0
FLO,MCN,17.0
ILM,MCN,58.0
GNV,MCN,37.0
MCN,VLD,2898.0
BQK,MCN,71.0
ABY,MCN,123.0
DHN,MCN,21.0
ATL,MCN,59551.0
FAY,MCN,42.0
MCN,OAJ,24.0
MCN,MEI,6.0
GPT,MCN,15.0
MCN,ROA,9.0
GTR,MCN,5.0
MCN,PHX,4.0
MCN,SAV,7.0
CRW,MCN,5.0
GSO,MCN,2.0
EVV,MCN,3.0
MCN,PNS,3.0
AGS,MCN,14.0
MCN,PFN,17.0
AVL,MCN,5.0
CSG,MCN,19.0
JAN,MCN,5.0
MIA,WRB,3.0
LEX,MCN,4.0
MCN,TLH,3.0
JFK,MCN,1.0
CLE,MCN,4.0
LYH,MCN,6.0
EWR,MCN,1.0
MCN,MGM,4.0
CHA,MCN,2.0
LFT,MCN,4.0
ICT,MCN,2.0
FWA,MCN,3.0
CRP,MCN,2.0
LGA,MCN,1.0
DAL,MCN,1.0
MCN,SAT,1.0
DFW,MCN,10.0
MCN,STL,3.0
CHS,MCN,6.0
BUF,MCN,4.0
MCN,XNA,2.0
CAE,MCN,3.0
BGR,WRB,4.0
MCN,PHL,4.0
CVG,MCN,7.0
MCN,MDT,3.0
EYW,MCN,4.0
JFK,WRB,11.0
JHW,MCN,1.0
ABE,MCN,4.0
CLT,MCN,2.0
BKL,MCN,1.0
CAK,MCN,2.0
MCN,YIP,14.0
IAD,MCN,3.0
MCN,SHV,4.0
BTR,MCN,3.0
DCA,MCN,1.0
AEX,MCN,4.0
ATW,MCN,3.0
BFI,MCN,1.0
MCN,TOL,1.0
MCN,SFO,2.0
MCN,OKC,3.0
RFD,WRB,4.0
AVP,MCN,4.0
IAH,MCN,2.0
MCN,MSP,2.0
MCN,SGF,1.0
CHO,MCN,1.0
MCN,SLC,1.0
MCN,OMA,1.0
AUS,MCN,1.0
BOS,MCN,3.0
BOS,WRB,1.0
MCN,MLU,1.0
MCN,ORD,1.0
MCN,SYR,2.0
MCN,PWM,2.0
MCN,RIC,3.0
DSM,MCN,3.0
ARA,MCN,2.0
MCN,PIT,1.0
MCN,ROC,1.0
MCN,MKE,1.0
BHM,MCN,4.0
GPT,WRB,1.0
MCN,TCL,2.0
BMI,MCN,1.0
MCN,SBN,2.0
ACY,MCN,2.0
MCN,MOB,1.0
DAL,WRB,1.0
APF,MCN,1.0
DAY,MCN,1.0
ERI,MCN,1.0
MCN,TUL,5.0
MCN,PIA,2.0
ORD,WRB,1.0
MCN,MDW,1.0
DTW,MCN,2.0
CID,MCN,1.0
BTV,MCN,1.0
GSP,MCN,3.0
MCN,PVD,3.0
MCN,RDU,1.0
EWN,MCN,1.0
AHN,MCN,284.0
ALB,MCN,2.0
EDF,WRB,3.0
BWI,MCN,1.0
DYS,WRB,1.0
BYH,MCN,5.0
FLL,WRB,1.0
BGR,MCN,2.0
MCF,WRB,1.0
LAX,MIA,92580.0
DCA,MIA,124744.0
IAD,MIA,51862.0
GNV,MIA,12841.0
BTR,MIA,40.0
GRR,MIA,31.0
MIA,TLH,43184.0
MIA,MSY,48361.0
MIA,MSP,36886.0
MIA,SAT,148.0
ATL,MIA,259805.0
MIA,ORD,168962.0
MDW,MIA,10180.0
BUF,MIA,64.0
IAH,MIA,120482.0
DTW,MIA,72163.0
ELP,MIA,59.0
MIA,SYR,57.0
MIA,RIC,5105.0
MIA,SAV,2516.0
MIA,TYS,143.0
CLT,MIA,96885.0
CLE,MIA,28354.0
BWI,MIA,48122.0
CMI,MIA,6.0
AVL,MIA,21.0
BHM,MIA,97.0
MIA,PIT,32820.0
CVG,MIA,43166.0
MDT,MIA,61.0
CHS,MIA,562.0
FWA,MIA,1781.0
GSO,MIA,7679.0
MIA,STL,51151.0
MIA,MKE,529.0
BNA,MIA,28761.0
MIA,PNS,515.0
BOS,MIA,81097.0
MIA,TPA,145651.0
BGR,MIA,264.0
MIA,MIQ,17.0
DAY,MIA,2266.0
EWR,MIA,133105.0
DFW,MIA,162003.0
MCO,MIA,208981.0
MEM,MIA,44324.0
JFK,MIA,153506.0
LGA,MIA,158036.0
BDL,MIA,14083.0
EYW,MIA,89612.0
MIA,RDU,42595.0
MIA,SEA,12687.0
CAE,MIA,4367.0
JAX,MIA,57821.0
MIA,PHL,97334.0
MIA,SFO,45840.0
MIA,MYR,27.0
MIA,OKC,87.0
MIA,PBI,18348.0
FLL,MIA,15841.0
COS,MIA,291.0
MIA,SLC,506.0
MIA,SJC,954.0
HOU,MIA,6079.0
CMH,MIA,6726.0
MIA,NQX,79.0
MIA,ROC,13.0
DSM,MIA,40.0
GSP,MIA,692.0
MIA,MOB,14.0
LTS,MIA,1.0
MIA,OMA,15.0
AUS,MIA,1429.0
MIA,TUL,76.0
IND,MIA,10228.0
EVV,MIA,12.0
MIA,SAN,395.0
MIA,PVD,49.0
MIA,ROA,48.0
JAN,MIA,21.0
MIA,PHX,8711.0
ICT,MIA,16.0
MCI,MIA,231.0
LEX,MIA,19.0
HSV,MIA,1255.0
ALB,MIA,20.0
APF,MIA,17441.0
LAS,MIA,21592.0
ABQ,MIA,21.0
MIA,YIP,96.0
MGM,MIA,21.0
LFT,MIA,41.0
HNL,MIA,9.0
MIA,TNT,70.0
POB,TNT,2.0
ANC,MIA,3997.0
MIA,OPF,206.0
HKY,OPF,5.0
OPF,ROA,9.0
LCK,MIA,25.0
MIA,YUM,2.0
BYH,MIA,2.0
OPF,PBI,33.0
OPF,PVD,5.0
MHT,MIA,12.0
LBB,MIA,10.0
HIK,MIA,1.0
CAE,OPF,4.0
MIA,SFB,99.0
MEM,OPF,2.0
MIA,TUS,58.0
MIA,MLU,15.0
MIA,MWA,4.0
AEX,OPF,7.0
MIA,PGV,11.0
CKB,MIA,4.0
ABY,MIA,19.0
FLL,TNT,6.0
LIT,MIA,27.0
IAH,OPF,14.0
ISO,MIA,7.0
GRK,MIA,26.0
LEX,OPF,145.0
MIA,NPA,1.0
AEX,MIA,62.0
MCF,MIA,3.0
DAL,MIA,52.0
MIA,TUP,5.0
MIA,SGF,14.0
ILN,MIA,5564.0
MIA,PIB,2.0
MIA,SWO,2.0
CID,MIA,34.0
MIA,XNA,815.0
ACY,MIA,47.0
CRP,MIA,19.0
LCH,MIA,18.0
CLL,MIA,13.0
MIA,NJK,2.0
MIA,PDX,5.0
ALO,MIA,4.0
MIA,PWM,3.0
MIA,VLD,3.0
AVP,MIA,3.0
ABE,MIA,19.0
BWI,OPF,7.0
MIA,RIV,2.0
BIF,MIA,8.0
DYS,MIA,2.0
COU,MIA,7.0
LSF,MIA,4.0
MIA,PAH,2.0
MIA,OAK,25.0
MIA,MSN,13.0
LAN,MIA,10.0
MIA,MSO,1.0
EYW,MPB,1.0
GPT,MIA,25.0
CHO,MIA,30.0
OKC,OPF,50.0
MIA,SCE,17.0
DMA,MIA,1.0
MIA,TOL,302.0
CWA,MIA,3.0
OCF,OPF,16.0
ERI,MIA,2.0
DAY,OPF,4.0
ADS,MIA,9.0
LRD,MIA,13.0
DAL,OPF,27.0
AFW,MIA,140.0
MIA,MIE,3.0
HUF,MIA,2.0
MSY,OPF,63.0
FSD,MIA,12.0
MIA,SHV,73.0
BRO,MIA,2.0
ILM,MIA,11.0
MIA,YNG,6.0
MIA,SBN,4.0
MIA,POB,14.0
MIA,NEW,11.0
MSP,OPF,3.0
ATL,OPF,9.0
OPF,YIP,8.0
LSE,MIA,11.0
LAF,MIA,9.0
MIA,SVN,11.0
BKL,MIA,15.0
CLT,OPF,2.0
MIA,SUS,10.0
MHK,MIA,10.0
FTW,MIA,3.0
MIA,PUB,4.0
OPF,RDU,1.0
BFI,MIA,5.0
MIA,ORL,3.0
MCO,OPF,3.0
MIA,NIP,5.0
MIA,NZC,4.0
FXE,MIA,3.0
FLL,OPF,5.0
FLL,MPB,26.0
BWG,MIA,8.0
MIA,RFD,38.0
MIA,NBG,1.0
MIA,TCL,7.0
AGS,MIA,24.0
ELP,MPB,3.0
OAK,OPF,1.0
CSG,MIA,9.0
MIA,SDM,1.0
MIA,MXF,1.0
OPF,TPA,27.0
LRD,MPB,2.0
MIA,TCM,9.0
MIA,SSC,6.0
OPF,TOL,1.0
GYY,OPF,2.0
LRD,OPF,5.0
HLN,MIA,1.0
IND,OPF,49.0
OPF,SHV,2.0
BAD,MIA,2.0
ILG,MIA,8.0
ABQ,OPF,3.0
OPF,PHL,2.0
FLL,TMB,3.0
JST,MIA,1.0
LUK,MIA,4.0
GLH,MIA,5.0
MIA,NKX,4.0
OPF,TTN,1.0
COU,OPF,1.0
HKS,OPF,1.0
CMH,OPF,1.0
GPT,TMB,1.0
BIL,MIA,1.0
GTR,MIA,1.0
OPF,SCF,1.0
AND,MIA,3.0
MCO,TMB,4.0
HKS,MIA,2.0
SFB,TMB,2.0
JAX,TMB,3.0
ACY,TMB,2.0
MIA,TIK,6.0
MIA,SBA,1.0
CVS,MIA,2.0
BFM,MIA,10.0
FOE,MIA,5.0
MIA,TMB,51.0
AHN,MIA,2.0
OPF,TUL,2.0
ACT,TMB,1.0
ALB,OPF,10.0
HIF,MIA,4.0
MIA,STS,1.0
HOT,OPF,12.0
TLH,TMB,1.0
OPF,PDK,3.0
MIA,PDK,2.0
EIL,MIA,2.0
FAI,MIA,5.0
LRU,MIA,2.0
CVG,TMB,1.0
FSM,MIA,2.0
OPF,STL,1.0
LAS,OPF,2.0
GSP,OPF,1.0
GDC,OPF,1.0
MCN,OPF,1.0
EAR,MIA,1.0
AZA,MIA,5.0
MRC,OPF,1.0
OPF,PNE,1.0
MIA,MTN,1.0
ILG,OPF,5.0
MIA,SMF,7.0
OPF,TCL,1.0
FAY,MIA,7.0
GRI,MIA,1.0
OPF,PHX,2.0
ORL,TMB,1.0
LAL,MIA,1.0
GDC,MIA,1.0
MIA,ORH,9.0
MHK,TMB,1.0
OPF,SAN,2.0
MIA,OCF,2.0
BOS,OPF,3.0
DHN,MIA,3.0
ELM,MIA,2.0
FAT,MIA,4.0
MIA,SZL,3.0
MIA,MKC,3.0
OPF,SMF,1.0
OPF,SAF,2.0
MIA,SHD,3.0
MIA,XXW,2.0
GSP,MIO,1.0
MIO,STL,1.0
MEM,MIO,1.0
ADS,MIO,4.0
LRD,MIO,122.0
MIO,SHV,13.0
MOT,MSP,42621.0
EWR,MOT,2.0
BIS,MOT,6829.0
BIL,MOT,8.0
BNA,MOT,4.0
MOT,SLC,12.0
IND,MOT,1.0
MOT,PIT,3.0
GFK,MOT,4933.0
DTW,MOT,2.0
MOT,STL,2.0
GRB,MOT,1.0
MIB,MSP,179.0
MIB,MOT,1.0
LAS,MOT,16.0
ISN,MOT,735.0
MOT,YIP,4.0
MOT,ORD,3.0
COS,MOT,2.0
MOT,RAP,5.0
MOT,SMF,1.0
FOE,MOT,1.0
MOT,TUS,2.0
IAD,MOT,1.0
MOT,MSY,4.0
MOT,SFB,2.0
LNK,MOT,1.0
EIL,MIB,2.0
DAY,MOT,1.0
EVV,MOT,1.0
MEM,MOT,1.0
GTF,MOT,7.0
FSD,MOT,9.0
MOT,SGF,1.0
ABQ,MIB,1.0
MIB,TUS,2.0
MKE,MOT,1.0
MIB,TYS,3.0
ANC,MOT,3.0
FAI,MOT,1.0
MOT,TOL,1.0
CAK,MOT,1.0
AEX,MIB,1.0
LSV,MIB,2.0
DIK,MOT,2.0
LFT,MOT,20.0
LEX,OCF,277.0
CAE,OCF,2.0
BWI,OCF,33.0
LAX,OCF,2.0
MSY,OCF,130.0
FLL,OCF,5.0
GNV,OCF,5.0
OCF,SHV,2.0
HOT,OCF,40.0
DAL,OCF,150.0
CSG,OCF,1.0
OCF,SFB,1.0
GPT,OCF,4.0
BUF,OCF,2.0
OCF,TUP,1.0
OCF,PBI,8.0
OCF,PHL,1.0
CMH,OCF,1.0
JAC,OGD,1.0
IDA,OGD,4.0
MCI,OGD,13.0
MSP,OGD,9.0
OGD,ORD,4.0
BIS,OGD,1.0
OGD,STL,2.0
HIF,ORD,1.0
ABQ,OGD,9.0
BMC,OGD,1.0
OGD,SLN,5.0
ATL,OGD,1.0
ELP,OGD,22.0
OGD,YIP,25.0
OGD,SLC,67.0
CVG,OGD,1.0
BZN,HIF,1.0
EUG,OGD,2.0
DFW,OGD,2.0
OGD,OMA,26.0
OGD,RNO,4.0
LRD,OGD,6.0
LAX,OGD,5.0
OGD,PDX,1.0
COS,OGD,3.0
OGD,PHX,4.0
ICT,OGD,1.0
BGR,HIF,14.0
BZN,OGD,1.0
FCA,OGD,2.0
FCA,HIF,1.0
HIF,MSO,1.0
HIF,HLN,1.0
CPR,OGD,1.0
GRI,OGD,1.0
BRO,OGD,15.0
GFK,OGD,1.0
GTF,HIF,1.0
OGD,OKC,2.0
OGD,RAP,4.0
HIF,SAN,1.0
HIF,LSV,2.0
HIF,JFK,4.0
CVS,HIF,3.0
HIF,TUS,11.0
HIF,OMA,2.0
FSD,HIF,1.0
HIF,STL,1.0
OAK,OGD,5.0
LNK,OGD,5.0
BFI,HIF,1.0
HIF,SEA,3.0
HIF,PHX,3.0
HIF,IAH,1.0
ADS,OGD,1.0
OGD,PUB,6.0
OGD,SCK,1.0
OGD,SJC,6.0
IPL,OGD,1.0
GJT,OGD,1.0
LBF,OGD,1.0
HIF,JAC,1.0
OGD,SGU,2.0
OGD,SAT,1.0
HIF,PAM,3.0
FSD,OGD,1.0
FAR,OGD,1.0
FAT,OGD,2.0
HIF,SSC,2.0
HIF,IAD,5.0
DTW,OGD,1.0
CVG,HIF,1.0
HIF,MUO,4.0
EKO,OGD,1.0
DFW,HIF,2.0
LAN,OGD,1.0
OGD,SEA,1.0
HIF,RFD,2.0
HIF,TWF,1.0
FFO,HIF,1.0
LRU,OGD,1.0
HIF,HMN,2.0
HIF,SUS,1.0
HIF,SJC,3.0
HIF,ICT,1.0
OGD,SFO,1.0
DAL,OGD,1.0
HIF,TCM,1.0
BAD,HIF,2.0
IAH,OMA,41003.0
DTW,OMA,19405.0
OMA,ORD,130888.0
MDW,OMA,66854.0
ATL,OMA,46776.0
ICT,OMA,84.0
OMA,SEA,114.0
LGA,OMA,1529.0
JFK,OMA,48.0
OMA,PHX,70686.0
MEM,OMA,35847.0
OAK,OMA,58.0
LNK,OMA,1381.0
DSM,OMA,8791.0
OMA,STL,74440.0
OMA,SNA,17.0
MKE,OMA,35588.0
OMA,SMF,38.0
OMA,SJC,38.0
LAS,OMA,38195.0
BWI,OMA,68.0
CLE,OMA,2217.0
MSP,OMA,95212.0
DCA,OMA,20840.0
MCI,OMA,15331.0
LAX,OMA,9297.0
ABQ,OMA,53.0
OMA,SUX,32.0
CID,OMA,1109.0
OMA,SLC,27098.0
OKC,OMA,60.0
OMA,SFO,160.0
OMA,PHL,103.0
OMA,TUS,638.0
OMA,TUL,1231.0
BOS,OMA,100.0
DFW,OMA,56534.0
EWR,OMA,16130.0
AUS,OMA,60.0
OMA,PIT,2815.0
BNA,OMA,53.0
OMA,SAN,2097.0
LBB,OMA,11.0
COS,OMA,73.0
OMA,PDX,69.0
OMA,RIC,6.0
IND,OMA,2522.0
OMA,SGF,8.0
FSD,OMA,322.0
IAD,OMA,96.0
OMA,TWF,3.0
BMI,OMA,2651.0
LIT,OMA,16.0
HOU,OMA,40.0
OMA,PIA,40.0
MCO,OMA,2128.0
BIS,OMA,5.0
AMA,OMA,7.0
MOT,OMA,3.0
HUF,OMA,3.0
CMH,OMA,50.0
HNL,OMA,3.0
OMA,RST,18.0
MSY,OMA,15.0
DAY,OMA,50.0
OMA,PNS,1.0
CVG,OMA,22897.0
BDL,OMA,21.0
OMA,TYS,12.0
FOD,OMA,2.0
OMA,RFD,110.0
AZO,OMA,11.0
CMI,OMA,12.0
OMA,RDU,18.0
MSO,OMA,8.0
MSN,OMA,45.0
OMA,SPI,12.0
OMA,SBN,35.0
OMA,YIP,44.0
AGS,OMA,3.0
OMA,PVD,17.0
FWA,OMA,21.0
GRB,OMA,15.0
CWA,OMA,15.0
MAF,OMA,3.0
BFF,OMA,4.0
OMA,SAT,415.0
LRD,OMA,31.0
EVV,OMA,6.0
CLT,OMA,14.0
BIL,OMA,188.0
OMA,TOL,19.0
ALB,OMA,18.0
OMA,TPA,14.0
GNV,OMA,4.0
AEX,OMA,10.0
OMA,XNA,1.0
BUF,OMA,11.0
BFI,OMA,7.0
JAC,OMA,6.0
COU,OMA,191.0
LAN,OMA,2.0
LBF,OMA,5018.0
GRI,OMA,9936.0
ILN,OMA,2810.0
GFK,OMA,53.0
GTF,OMA,10.0
OMA,SAW,2.0
MHR,OMA,20.0
OMA,RAP,3.0
MDT,OMA,11.0
ABE,OMA,23.0
AVL,OMA,2.0
BKL,OMA,1.0
OGG,OMA,2.0
GEG,OMA,17.0
CAE,OMA,6.0
CLL,OMA,36.0
MYR,OMA,5.0
DAL,OMA,24.0
BMC,OMA,1.0
ELP,OMA,13.0
OMA,PWK,1.0
OMA,RDD,4.0
MTJ,OMA,4.0
BLI,OMA,2.0
BKX,OMA,2589.0
GRR,OMA,9.0
CHA,OMA,17.0
BTR,OMA,8.0
ACY,OMA,3.0
FLL,OMA,3.0
AHN,OMA,1.0
FOE,OMA,1.0
CPR,OMA,3.0
MIE,OMA,2.0
EUG,OMA,6.0
BGR,OFF,1.0
AGC,OMA,1.0
GSP,OMA,5.0
DBQ,OMA,8.0
BIF,OMA,3.0
DPA,OMA,1.0
ATL,OFF,1.0
LCK,OMA,8.0
MBS,OMA,3.0
GRK,OMA,4.0
ANC,OMA,3.0
OFF,RFD,2.0
OMA,SAV,1.0
LUK,OMA,2.0
OMA,ORH,1.0
MWH,OMA,2.0
EAR,OMA,1399.0
OMA,ROW,1.0
OMA,PIR,1.0
BIF,OFF,7.0
OMA,YKM,2.0
GTR,OMA,1.0
ABR,OMA,2.0
ATW,OMA,7.0
OFK,OMA,799.0
MHK,OFF,1.0
ALO,OMA,3.0
OMA,TLH,2.0
MWA,OMA,6.0
HSV,OMA,12.0
LRU,OMA,2.0
OMA,ROA,7.0
JAN,OMA,2.0
CYS,OMA,10.0
COS,OFF,1.0
CHO,OMA,4.0
JAX,OMA,4.0
LAF,OMA,1.0
HOT,OMA,1.0
OMA,PIB,2.0
OFF,POB,2.0
ADS,OMA,3.0
DLH,OMA,6.0
BHM,OMA,11.0
LEX,OMA,3.0
PHT,YIP,1.0
PUC,SLC,56.0
CDC,PUC,3.0
PUC,SLN,1.0
PVU,SAN,9.0
LAS,PVU,24.0
ABQ,PVU,14.0
OAK,PVU,2.0
CYS,PVU,4.0
COS,PVU,16.0
PVU,SLC,33.0
PVU,SJC,5.0
ATL,PVU,3.0
AUS,PVU,4.0
PVU,SBN,5.0
IDA,PVU,1.0
MSP,PVU,3.0
LAX,PVU,2.0
CID,PVU,1.0
PIH,PVU,1.0
NZY,PVU,3.0
LAR,PVU,12.0
PVU,SFO,4.0
PVU,SNA,1.0
BOS,PVU,1.0
OKC,PVU,2.0
PHX,PVU,3.0
PVU,SAT,5.0
IAD,PVU,1.0
IND,PVU,2.0
LRD,PVU,4.0
CLE,PVU,1.0
LEX,PVU,4.0
CVG,PVU,1.0
CDC,PVU,1.0
PVU,SGU,1.0
PVU,TUL,1.0
PDK,PVU,1.0
ELP,PVU,1.0
PVU,STL,1.0
PVU,SGF,1.0
ORD,PVU,1.0
PVU,SEA,2.0
MSY,PVU,2.0
MCI,PVU,1.0
FCA,PVU,1.0
DAL,PVU,2.0
FTW,PVU,2.0
PIA,PVU,2.0
PHL,PVU,2.0
PDX,SLE,6156.0
EAT,SLE,1.0
EUG,SLE,42.0
SEA,SLE,4.0
GEG,SLE,2.0
RDD,SLE,304.0
MFR,SLE,10.0
LMT,SLE,622.0
SLE,YKM,3.0
PUW,SLE,1.0
RBG,SLE,2.0
CVO,SLE,210.0
SLC,SLE,1755.0
SAF,SLE,1.0
SEM,TUL,1.0
RDU,TPA,49400.0
CAE,TPA,1743.0
CMH,TPA,42738.0
SEA,TPA,15.0
MCO,TPA,40899.0
MEM,TPA,49130.0
LGA,TPA,81516.0
BDL,TPA,31043.0
JFK,TPA,75032.0
EWR,TPA,95579.0
DAY,TPA,6674.0
DFW,TPA,127959.0
BOS,TPA,64743.0
ALB,TPA,2444.0
BGR,TPA,14.0
ATL,TPA,256245.0
ORD,TPA,98550.0
MDW,TPA,39395.0
IAH,TPA,74591.0
DTW,TPA,87220.0
MSP,TPA,41651.0
TLH,TPA,54199.0
MSY,TPA,60175.0
IND,TPA,33086.0
GRR,TPA,1115.0
IAD,TPA,50979.0
LAX,TPA,28837.0
DCA,TPA,51848.0
MCI,TPA,12370.0
ABQ,TPA,8365.0
GNV,TPA,4039.0
SBN,TPA,7.0
TPA,TYS,2325.0
BWI,TPA,96609.0
CLT,TPA,100931.0
CLE,TPA,34463.0
SYR,TPA,1022.0
SAV,TPA,32.0
RIC,TPA,1449.0
AVP,TPA,3.0
GSO,TPA,13293.0
PIT,TPA,62479.0
GSP,TPA,3138.0
CVG,TPA,57214.0
BHM,TPA,21342.0
CHS,TPA,1547.0
MGM,TPA,7.0
PVD,TPA,21380.0
STL,TPA,66934.0
MKE,TPA,12495.0
PNS,TPA,40988.0
BNA,TPA,50326.0
ROC,TPA,3748.0
FLL,TPA,157533.0
PBI,TPA,40534.0
JAX,TPA,48775.0
PHL,TPA,108341.0
SLC,TPA,4044.0
OKC,TPA,38.0
ACY,TPA,9847.0
HOU,TPA,10669.0
BUF,TPA,5377.0
TPA,TUL,32.0
BTR,TPA,24.0
CMI,TPA,4.0
LAS,TPA,22023.0
PHX,TPA,18402.0
ROA,TPA,16.0
SFO,TPA,32.0
ATW,TPA,4.0
ICT,TPA,9.0
JAN,TPA,28.0
MHT,TPA,13773.0
APF,TPA,9198.0
SHV,TPA,44.0
PFN,TPA,7044.0
EYW,TPA,45649.0
AUS,TPA,8026.0
MTJ,TPA,87.0
ABE,TPA,18.0
DET,TPA,32.0
LBB,TPA,7.0
DAL,TPA,44.0
ILM,TPA,4.0
SAT,TPA,7434.0
GPT,TPA,6671.0
HSV,TPA,1342.0
AMA,TPA,8.0
AGS,TPA,10.0
BYH,TPA,1.0
RFD,TPA,17.0
CRP,TPA,21.0
TPA,YIP,14.0
EWN,TPA,2.0
PUB,TPA,3.0
AFW,TPA,16.0
TOL,TPA,3.0
TPA,TUS,6.0
EWR,MCF,1.0
PGV,TPA,8.0
MDT,TPA,20.0
PIB,TPA,8.0
ILN,TPA,3560.0
AVL,TPA,3.0
GRB,TPA,9.0
MBS,TPA,7.0
MAF,TPA,6.0
EFD,TPA,5.0
CID,TPA,44.0
TPA,TUP,1.0
LEX,TPA,250.0
SAN,TPA,24.0
NZY,TPA,6.0
SUS,TPA,9.0
AEX,TPA,4.0
DSM,TPA,25.0
COS,TPA,21.0
SJC,TPA,8.0
PDX,TPA,8.0
CSG,TPA,6.0
LNK,TPA,4.0
OAK,TPA,7.0
LAN,TPA,6.0
SFB,TPA,16.0
MSN,TPA,24.0
FTW,TPA,5.0
BFM,TPA,1.0
SNA,TPA,5.0
NPA,TPA,2.0
SCE,TPA,11.0
MEI,TPA,1.0
AUS,MCF,1.0
